Gold-Buy,Gold-Sell,Date
1714.7,1643.0,10-13-11 08:28:36
1716.6,1644.7,10-13-11 08:31:40
1714.8,1643.4,10-13-11 08:34:44
1714.6,1643.1,10-13-11 08:37:48
1715.5,1644.1,10-13-11 08:40:52
1713.4,1642.5,10-13-11 08:43:56
1712.5,1642.0,10-13-11 08:47:01
1713.3,1641.7,10-13-11 08:50:06
1714.6,1642.9,10-13-11 08:53:10
1714.5,1643.2,10-13-11 08:56:14
1713.7,1642.5,10-13-11 08:59:17
1713.0,1641.3,10-13-11 09:02:20
1712.0,1641.3,10-13-11 09:05:24
1711.4,1641.0,10-13-11 09:08:28
1712.2,1640.5,10-13-11 09:11:32
1710.2,1638.9,10-13-11 09:14:36
1709.9,1639.6,10-13-11 09:17:40
1712.4,1640.8,10-13-11 09:20:44
1712.1,1641.6,10-13-11 09:23:48
1711.6,1640.6,10-13-11 09:26:52
1712.2,1642.2,10-13-11 09:29:56
1685.5,1668.4,10-13-11 09:33:00
1685.4,1667.8,10-13-11 09:37:05
1685.2,1665.8,10-13-11 09:40:09
1681.6,1663.6,10-13-11 09:43:15
1680.5,1663.6,10-13-11 09:45:22
1681.6,1665.1,10-13-11 09:49:33
1678.4,1663.4,10-13-11 09:52:37
1678.7,1662.4,10-13-11 09:55:41
1679.1,1665.0,10-13-11 09:58:44
1679.9,1664.4,10-13-11 10:01:49
1681.6,1667.3,10-13-11 10:04:53
1683.0,1668.4,10-13-11 10:07:57
1683.4,1668.7,10-13-11 10:11:01
1685.5,1670.8,10-13-11 10:14:05
1687.3,1672.8,10-13-11 10:17:08
1687.6,1673.2,10-13-11 10:20:13
1686.4,1671.7,10-13-11 10:23:17
1685.3,1670.6,10-13-11 10:26:21
1685.9,1671.5,10-13-11 10:29:25
1686.4,1672.2,10-13-11 10:32:28
1686.4,1671.3,10-13-11 10:35:32
1686.5,1672.3,10-13-11 10:38:36
1687.5,1673.1,10-13-11 10:41:41
1686.4,1672.1,10-13-11 10:44:44
1686.5,1671.8,10-13-11 10:47:48
1685.9,1671.4,10-13-11 10:50:52
1686.5,1672.1,10-13-11 10:54:57
1686.7,1672.3,10-13-11 10:56:59
1687.9,1673.4,10-13-11 11:00:04
1688.6,1674.2,10-13-11 11:04:09
1688.1,1673.6,10-13-11 11:07:13
1688.6,1674.1,10-13-11 11:10:17
1690.1,1675.3,10-13-11 11:12:20
1685.7,1670.8,10-13-11 11:16:25
1684.0,1669.2,10-13-11 11:19:29
1684.7,1670.0,10-13-11 11:22:33
1684.4,1669.9,10-13-11 11:25:37
1685.9,1671.6,10-13-11 11:28:42
1684.9,1670.2,10-13-11 11:32:48
1684.7,1670.0,10-13-11 11:36:53
1684.2,1669.8,10-13-11 11:39:57
1686.7,1671.7,10-13-11 11:43:00
1686.9,1672.4,10-13-11 11:47:05
1687.0,1672.7,10-13-11 11:49:08
1687.0,1672.5,10-13-11 11:53:14
1685.6,1671.1,10-13-11 11:56:18
1685.1,1670.9,10-13-11 11:59:22
1685.3,1671.0,10-13-11 12:02:26
1684.5,1670.0,10-13-11 12:05:30
1684.6,1670.2,10-13-11 12:08:34
1684.3,1669.9,10-13-11 12:11:38
1685.4,1670.4,10-13-11 12:14:42
1686.4,1671.8,10-13-11 12:17:46
1686.8,1672.6,10-13-11 12:20:49
1687.1,1673.0,10-13-11 12:23:53
1686.6,1672.5,10-13-11 12:26:58
1686.3,1671.6,10-13-11 12:30:01
1687.3,1672.7,10-13-11 12:33:05
1687.0,1672.9,10-13-11 12:36:09
1686.6,1671.9,10-13-11 12:39:13
1687.3,1672.6,10-13-11 12:42:16
1688.3,1673.5,10-13-11 12:45:20
1688.3,1673.9,10-13-11 12:48:24
1689.0,1674.5,10-13-11 12:51:28
1688.3,1673.8,10-13-11 12:54:32
1688.0,1673.5,10-13-11 12:57:35
1689.7,1674.7,10-13-11 13:00:39
1688.4,1674.2,10-13-11 13:03:43
1689.6,1675.2,10-13-11 13:06:47
1689.5,1674.9,10-13-11 13:10:52
1690.0,1675.6,10-13-11 13:13:55
1688.7,1674.1,10-13-11 13:16:59
1688.2,1673.8,10-13-11 13:20:03
1688.4,1674.1,10-13-11 13:23:07
1689.2,1674.8,10-13-11 13:27:12
1688.7,1674.4,10-13-11 13:29:15
1688.2,1674.0,10-13-11 13:32:19
1689.7,1674.9,10-13-11 13:35:22
1690.0,1675.3,10-13-11 13:39:28
1690.4,1675.5,10-13-11 13:42:31
1691.0,1676.5,10-13-11 13:44:34
1690.5,1676.0,10-13-11 13:48:39
1690.5,1676.2,10-13-11 13:50:41
1690.3,1675.4,10-13-11 13:54:46
1688.7,1674.6,10-13-11 13:57:50
1686.4,1672.3,10-13-11 14:00:53
1687.1,1672.9,10-13-11 14:03:56
1689.0,1674.3,10-13-11 14:07:00
1688.9,1674.1,10-13-11 14:10:04
1687.8,1673.2,10-13-11 14:13:07
1688.3,1673.7,10-13-11 14:16:11
1687.2,1672.7,10-13-11 14:19:15
1689.9,1675.0,10-13-11 14:22:19
1689.5,1675.2,10-13-11 14:25:22
1689.3,1675.2,10-13-11 14:28:27
1690.6,1676.3,10-13-11 14:31:31
1689.1,1674.9,10-13-11 14:34:35
1689.3,1674.8,10-13-11 14:37:40
1688.7,1674.4,10-13-11 14:40:44
1689.5,1675.2,10-13-11 14:43:48
1688.5,1674.1,10-13-11 14:46:52
1687.6,1673.4,10-13-11 14:49:56
1685.2,1670.6,10-13-11 14:53:00
1686.1,1671.5,10-13-11 14:56:04
1684.7,1670.1,10-13-11 14:59:08
1684.8,1670.8,10-13-11 15:03:13
1684.0,1669.4,10-13-11 15:05:15
1684.6,1669.9,10-13-11 15:08:19
1685.7,1671.5,10-13-11 15:11:23
1683.8,1669.4,10-13-11 15:15:28
1684.4,1669.6,10-13-11 15:17:30
1684.4,1669.9,10-13-11 15:20:34
1683.2,1668.7,10-13-11 15:24:39
1685.5,1671.1,10-13-11 15:27:43
1683.6,1669.1,10-13-11 15:30:47
1684.6,1670.1,10-13-11 15:33:50
1703.6,1636.1,10-13-11 20:21:02
1700.6,1631.0,10-13-11 20:24:06
1707.1,1635.5,10-13-11 20:28:11
1703.9,1635.3,10-13-11 20:31:15
1701.7,1633.0,10-13-11 20:37:23
1701.5,1632.8,10-13-11 20:40:27
1703.1,1632.2,10-13-11 20:43:32
1703.8,1632.6,10-13-11 20:45:34
1703.3,1632.7,10-13-11 20:49:39
1703.6,1632.9,10-13-11 20:52:43
1703.7,1633.9,10-13-11 20:55:47
1702.8,1632.3,10-13-11 21:01:55
1705.9,1635.1,10-13-11 21:04:59
1705.8,1634.7,10-13-11 21:08:03
1705.0,1634.8,10-13-11 21:11:07
1706.0,1634.8,10-13-11 21:14:12
1706.3,1635.1,10-13-11 21:17:15
1705.5,1635.1,10-13-11 21:23:26
1706.2,1634.3,10-13-11 21:26:30
1705.1,1634.6,10-13-11 21:29:34
1706.0,1634.9,10-13-11 21:35:42
1708.2,1636.6,10-13-11 21:38:45
1707.2,1635.3,10-13-11 21:47:58
1708.1,1635.9,10-13-11 21:51:02
1707.5,1635.4,10-13-11 21:54:06
1706.8,1635.3,10-13-11 21:57:10
1706.8,1634.9,10-13-11 22:03:19
1707.1,1635.3,10-13-11 22:06:23
1706.4,1635.2,10-13-11 22:10:06
1705.8,1633.6,10-13-11 22:13:11
1706.4,1634.8,10-13-11 22:16:18
1707.7,1636.0,10-13-11 22:19:24
1707.4,1635.7,10-13-11 22:25:33
1707.3,1635.5,10-13-11 22:28:36
1708.1,1636.2,10-13-11 22:31:40
1709.3,1637.6,10-13-11 22:37:48
1708.9,1637.5,10-13-11 22:40:52
1708.8,1636.8,10-13-11 22:46:59
1711.5,1639.5,10-13-11 22:50:03
1709.6,1638.0,10-13-11 22:53:07
1710.1,1637.5,10-13-11 22:56:11
1710.9,1638.6,10-13-11 22:59:15
1710.6,1638.3,10-13-11 23:02:20
1710.1,1638.1,10-13-11 23:08:28
1710.1,1638.2,10-13-11 23:11:32
1709.7,1637.2,10-13-11 23:14:36
1708.8,1635.7,10-13-11 23:17:39
1709.1,1636.7,10-13-11 23:23:47
1708.9,1636.4,10-13-11 23:29:55
1708.5,1635.8,10-13-11 23:32:59
1708.2,1635.9,10-13-11 23:39:08
1708.4,1636.3,10-14-11 07:57:05
1704.2,1635.0,10-14-11 09:48:28
1697.3,1629.0,10-14-11 10:26:16
1696.2,1628.8,10-14-11 10:29:20
1696.4,1629.1,10-14-11 10:32:24
1696.6,1629.3,10-14-11 10:35:28
1671.7,1657.1,10-14-11 10:38:31
1671.6,1657.6,10-14-11 10:41:35
1673.0,1658.4,10-14-11 10:45:40
1672.1,1657.8,10-14-11 10:48:44
1671.8,1657.8,10-14-11 10:51:49
1674.0,1659.5,10-14-11 10:54:53
1673.6,1659.2,10-14-11 10:57:56
1674.6,1659.6,10-14-11 11:02:03
1676.7,1661.7,10-14-11 11:04:05
1675.9,1661.3,10-14-11 11:07:09
1676.8,1662.6,10-14-11 11:11:14
1678.5,1664.1,10-14-11 11:14:18
1677.0,1662.7,10-14-11 11:17:22
1677.5,1663.4,10-14-11 11:20:26
1676.9,1662.7,10-14-11 11:23:30
1677.0,1662.6,10-14-11 11:26:34
1676.3,1661.6,10-14-11 11:29:38
1675.7,1661.5,10-14-11 11:32:43
1678.0,1663.7,10-14-11 11:35:49
1676.6,1662.1,10-14-11 11:38:54
1677.2,1662.8,10-14-11 11:41:59
1675.9,1661.7,10-14-11 11:45:03
1676.4,1662.3,10-14-11 11:48:07
1675.8,1661.6,10-14-11 11:51:11
1676.7,1661.8,10-14-11 11:54:15
1676.1,1661.5,10-14-11 11:57:18
1679.5,1665.3,10-14-11 12:00:22
1680.1,1665.7,10-14-11 12:04:27
1678.6,1664.5,10-14-11 12:07:31
1677.9,1663.7,10-14-11 12:10:35
1677.1,1662.7,10-14-11 12:13:39
1676.0,1661.9,10-14-11 12:16:43
1676.5,1662.2,10-14-11 12:19:47
1676.4,1662.4,10-14-11 12:22:51
1676.3,1661.6,10-14-11 12:25:54
1676.0,1661.4,10-14-11 12:28:58
1676.9,1662.7,10-14-11 12:32:02
1678.5,1664.2,10-14-11 12:35:06
1677.3,1663.0,10-14-11 12:38:13
1676.6,1662.1,10-14-11 12:41:19
1675.5,1661.2,10-14-11 12:44:23
1675.7,1661.6,10-14-11 12:47:27
1675.2,1661.0,10-14-11 12:50:31
1676.9,1662.2,10-14-11 12:53:35
1676.1,1661.5,10-14-11 12:56:39
1677.0,1662.4,10-14-11 12:59:42
1677.0,1662.9,10-14-11 13:02:46
1676.0,1661.8,10-14-11 13:05:50
1675.9,1661.6,10-14-11 13:08:53
1676.2,1661.7,10-14-11 13:11:57
1675.1,1660.8,10-14-11 13:15:01
1675.0,1660.6,10-14-11 13:18:05
1674.9,1660.5,10-14-11 13:22:10
1674.6,1660.1,10-14-11 13:25:15
1675.5,1661.0,10-14-11 13:27:18
1675.6,1661.4,10-14-11 13:34:27
1677.2,1662.5,10-14-11 13:37:31
1675.4,1661.1,10-14-11 13:40:34
1674.7,1660.4,10-14-11 13:42:38
1674.5,1660.5,10-14-11 13:46:42
1674.5,1660.0,10-14-11 13:49:46
1675.1,1660.6,10-14-11 13:52:50
1675.8,1661.3,10-14-11 13:55:54
1676.4,1661.9,10-14-11 13:58:58
1676.5,1662.3,10-14-11 14:05:06
1676.3,1662.0,10-14-11 14:08:11
1676.0,1661.3,10-14-11 14:11:16
1675.5,1661.4,10-14-11 14:14:19
1676.3,1661.7,10-14-11 14:17:23
1676.2,1661.7,10-14-11 14:20:27
1676.3,1662.3,10-14-11 14:23:30
1677.0,1662.2,10-14-11 14:26:34
1676.6,1662.5,10-14-11 14:29:41
1677.1,1662.5,10-14-11 14:32:46
1675.9,1662.0,10-14-11 14:35:51
1675.2,1660.8,10-14-11 14:38:56
1674.9,1660.4,10-14-11 14:42:01
1674.6,1660.2,10-14-11 14:45:05
1674.9,1660.4,10-14-11 14:48:08
1674.4,1660.5,10-14-11 14:51:12
1674.9,1660.8,10-14-11 14:54:16
1674.8,1660.8,10-14-11 14:57:20
1675.3,1660.7,10-14-11 15:00:24
1675.1,1660.7,10-14-11 15:03:27
1675.2,1660.9,10-14-11 15:06:32
1675.5,1660.9,10-14-11 15:10:37
1678.1,1663.6,10-14-11 15:13:41
1677.4,1662.7,10-14-11 15:16:45
1677.0,1662.4,10-14-11 15:19:48
1675.8,1661.5,10-14-11 15:22:55
1675.7,1661.1,10-14-11 15:26:00
1675.4,1660.9,10-14-11 15:29:06
1675.9,1661.3,10-14-11 15:32:15
1675.2,1661.1,10-14-11 15:36:20
1675.4,1661.4,10-14-11 15:38:23
1674.5,1660.0,10-14-11 15:42:28
1674.2,1659.8,10-14-11 15:45:31
1674.7,1660.4,10-14-11 15:48:35
1675.2,1660.4,10-14-11 15:51:39
1675.6,1661.1,10-14-11 15:54:43
1676.4,1662.1,10-14-11 15:57:47
1676.4,1662.2,10-14-11 16:00:51
1677.3,1662.7,10-14-11 16:03:59
1678.2,1664.0,10-14-11 16:07:02
1677.4,1663.1,10-14-11 16:10:06
1677.0,1662.3,10-14-11 16:13:10
1678.1,1663.7,10-14-11 16:16:14
1677.4,1663.3,10-14-11 16:19:17
1679.7,1665.5,10-14-11 16:22:21
1682.5,1667.1,10-14-11 16:25:25
1681.9,1667.5,10-14-11 16:28:29
1681.6,1667.4,10-14-11 16:31:33
1682.4,1667.5,10-14-11 16:34:37
1680.2,1665.4,10-14-11 16:37:43
1680.2,1665.8,10-14-11 16:40:48
1681.4,1666.8,10-14-11 16:43:52
1680.7,1666.1,10-14-11 16:46:56
1680.6,1666.0,10-14-11 16:50:00
1680.6,1666.2,10-14-11 16:53:03
1678.9,1664.6,10-14-11 16:56:07
1678.3,1663.6,10-14-11 17:00:12
1704.6,1637.2,10-14-11 17:03:16
1704.3,1636.4,10-14-11 17:06:19
1705.4,1637.3,10-14-11 17:09:24
1705.8,1638.0,10-14-11 17:12:29
1705.1,1637.1,10-14-11 17:15:33
1706.9,1638.6,10-14-11 17:18:36
1707.6,1639.5,10-14-11 17:21:40
1706.3,1637.9,10-14-11 17:24:44
1704.2,1636.4,10-14-11 17:27:48
1703.8,1635.7,10-14-11 17:30:52
1701.7,1633.6,10-14-11 17:33:55
1698.9,1631.1,10-14-11 17:36:59
1699.1,1630.6,10-14-11 17:40:03
1697.2,1629.1,10-14-11 17:46:10
1696.8,1629.3,10-14-11 17:49:14
1698.0,1630.0,10-14-11 17:52:19
1697.1,1629.5,10-14-11 17:55:23
1696.3,1628.3,10-14-11 17:58:28
1697.0,1629.2,10-14-11 18:01:33
1699.9,1632.3,10-14-11 18:04:37
1700.8,1633.0,10-14-11 18:07:40
1701.2,1633.6,10-14-11 18:11:45
1702.2,1634.7,10-14-11 18:13:48
1701.5,1633.5,10-14-11 18:16:52
1700.8,1633.0,10-14-11 18:24:00
1701.1,1633.3,10-14-11 18:26:03
1700.8,1633.1,10-14-11 18:30:08
1699.3,1632.1,10-14-11 18:33:12
1695.1,1627.8,10-14-11 18:36:16
1696.6,1628.8,10-14-11 18:39:20
1694.6,1626.9,10-14-11 18:42:24
1694.6,1627.0,10-14-11 18:48:32
1690.5,1623.2,10-14-11 18:51:35
1692.5,1625.2,10-14-11 18:54:39
1691.8,1624.7,10-14-11 18:57:43
1693.1,1625.9,10-14-11 19:03:51
1693.7,1626.2,10-14-11 19:06:54
1694.5,1626.0,10-14-11 19:09:58
1694.1,1625.8,10-14-11 19:13:02
1694.0,1625.6,10-14-11 19:16:06
1694.2,1626.1,10-14-11 19:22:13
1694.8,1626.6,10-14-11 19:25:17
1694.9,1626.7,10-14-11 19:28:21
1693.9,1625.5,10-14-11 19:31:25
1695.6,1627.0,10-14-11 19:34:29
1695.5,1626.8,10-14-11 19:40:36
1694.9,1626.5,10-14-11 19:43:40
1693.4,1625.0,10-14-11 19:46:44
1693.8,1625.4,10-14-11 19:52:51
1694.7,1625.6,10-14-11 19:56:56
1693.7,1625.9,10-14-11 20:02:02
1695.2,1626.1,10-14-11 20:06:08
1693.4,1625.3,10-14-11 20:09:12
1695.0,1626.6,10-14-11 20:12:16
1699.4,1628.2,10-14-11 20:15:19
1699.1,1627.3,10-14-11 20:18:24
1695.7,1627.4,10-14-11 20:21:27
1693.2,1625.5,10-14-11 20:24:31
1696.2,1626.1,10-14-11 20:27:35
1696.5,1626.4,10-14-11 20:30:39
1696.0,1625.7,10-14-11 20:33:43
1696.7,1626.3,10-14-11 20:36:47
1696.6,1626.8,10-14-11 20:42:55
1700.0,1629.9,10-14-11 20:45:59
1699.5,1629.6,10-14-11 20:49:03
1701.2,1630.4,10-14-11 20:55:12
1702.1,1631.9,10-14-11 21:01:23
1702.8,1632.3,10-14-11 21:04:27
1701.0,1631.6,10-14-11 21:07:31
1701.7,1631.7,10-14-11 21:10:35
1701.4,1631.3,10-14-11 21:13:39
1703.7,1633.3,10-14-11 21:16:42
1705.6,1633.1,10-14-11 21:19:46
1705.9,1633.3,10-14-11 21:25:54
1705.0,1633.5,10-14-11 21:28:58
1706.4,1634.6,10-14-11 21:32:02
1705.9,1634.2,10-14-11 21:36:07
1706.3,1634.3,10-14-11 21:39:10
1706.3,1634.9,10-14-11 21:41:13
1706.4,1634.9,10-14-11 21:48:22
1704.9,1633.4,10-14-11 21:50:25
1704.7,1634.1,10-14-11 21:57:33
1705.5,1634.6,10-14-11 22:00:37
1705.7,1634.5,10-14-11 22:06:45
1707.1,1636.0,10-14-11 22:09:48
1707.0,1635.9,10-14-11 22:12:52
1706.9,1636.0,10-14-11 22:15:56
1706.6,1635.1,10-14-11 22:22:04
1705.5,1634.2,10-14-11 22:31:15
1705.3,1634.1,10-14-11 22:34:19
1704.9,1634.0,10-14-11 22:37:23
1704.7,1633.6,10-14-11 22:40:27
1703.8,1633.0,10-14-11 22:46:35
1704.1,1633.0,10-14-11 22:49:38
1700.4,1632.8,10-14-11 22:52:42
1700.6,1633.1,10-14-11 22:55:45
1700.5,1632.6,10-14-11 22:58:49
1702.2,1632.5,10-14-11 23:04:56
1703.2,1633.7,10-14-11 23:14:14
1701.5,1632.2,10-14-11 23:20:22
1701.8,1632.2,10-14-11 23:26:30
1703.1,1633.1,10-14-11 23:30:35
1702.8,1633.0,10-15-11 09:20:26
1702.8,1633.0,10-15-11 19:09:27
